user_id,product_id,rating,rating_score,timestamp
AGOXIKCKLMADHJXOXLKL2XKPA3BA,B097R3XH9R,5.0,Excellent,964772990
AGQ2RWOECSEFEQMIGE7VTXP65OKQ,B097R3XH9R,4.5,Above Average,1532457849
AEU76NMTP5BLAI4YLE37G5UXRMMA,B097R3XH9R,4.0,Above Average,1431954238
AGLMYJKO4AKOSRJGJSMVBCDD2X5A,B097R3XH9R,4.0,Above Average,829322340
AGQWUC553PFV7YGNWOJPLCHRBIVA,B097R3XH9R,3.0,Average,1442535639
AH4ZZLZF5JO74MJ3E6WURPHAOKVA,B097R3XH9R,3.5,Average,1435942468
AGQ2KOOSNRJVNY3PYFXFZPRKDIDA,B097R3XH9R,4.0,Above Average,847656180
AGPK7LBOP4LXMHGVL246WLA53D4A,B097R3XH9R,4.0,Above Average,1336584336
AGLYEVGC2CQ4B6K7ZLFC6HKRXHXQ,B097R3XH9R,3.0,Average,832589610
AE4ENCSAVBVYJVFC3GMNMRDSD2KA,B097R3XH9R,2.0,Below Average,1157921785
AGLR7ABVBBQZGXQHSD3M3NW43F5A,B097R3XH9R,3.0,Average,832841103
AH6LPYJT5UBJ7CIEWVHDCNQAGWZQ,B097R3XH9R,4.0,Above Average,1009691859
AGL76XCJ2EWY36ABPD25DHZRMQMA,B097R3XH9R,4.0,Above Average,1204859907
AFQEZSS2I5IGAKZY3Y3CGDZLCJIA,B097R3XH9R,3.0,Average,942924980
AH63HFCY2DBQCGPIVKPHXNHTA7WA,B097R3XH9R,4.0,Above Average,1513130643
AFYXCGFUYNSPE2MMMHPCDDG3MPKQ,B097R3XH9R,3.5,Average,1137323419
AGLKKKJCKHZ32S7MCK46JWDZ2A3A,B097R3XH9R,5.0,Excellent,832105242
AGM6U42GP43XU2OGYR3CS2J7DHRQ,B097R3XH9R,5.0,Excellent,855947195
AF3GETWWBGMLASY2KKNNBS2VO6DQ,B097R3XH9R,2.0,Below Average,1525548642
AGLSWF3XMK3CCO2WJE65T25GIGMA,B097R3XH9R,3.0,Average,961861723
AGH3POHLPXABF3I4ASSGTRXAUPPA,B097R3XH9R,4.0,Above Average,1106854640
AGOTH5WF7GFVYSVFB74QR6DFFJGQ,B097R3XH9R,4.5,Above Average,1508640172
AHKEHV7YSGK2ZCMEUQYS6LJNURKA,B097R3XH9R,4.0,Above Average,971115026
AGLZNLY63W3AQ3LE22NHKILAS2UQ,B097R3XH9R,4.0,Above Average,1176751765
AFFOKWDBWHTD73ESMLG5EHU6D64Q,B097R3XH9R,5.0,Excellent,1189980529
AG6IV4AS3MF5FG3VYPZOG3ACGNLA,B097R3XH9R,3.5,Average,1154721923
AHUIE3AFZ4L4DOWE6HF5XUXBWM7A,B097R3XH9R,4.5,Above Average,1059427918
AGOYD5LNR3QBIXOGT3AXVEQJKQIA,B097R3XH9R,5.0,Excellent,866904159
AHLCFOXSW7PKG6NWJAYZXJJBHCPQ,B097R3XH9R,5.0,Excellent,1435533535
AGOYRUEHDI3SH7N4KBLQS4KE6G2A,B097R3XH9R,4.0,Above Average,1164354911
AGQWWZTXBNKQCTJHEYL7R7U54SHQ,B097R3XH9R,4.0,Above Average,852114051
AGPSJBF6CTEE4MJG3X5Z3DMJEJZA,B097R3XH9R,4.0,Above Average,1063289621
AGLWM3KQXUEEG5QUPOMKI72IIOZQ,B097R3XH9R,4.0,Above Average,1044311830
AH4LJDHSBLPNJYLQGQ53EQ6DBVZA,B097R3XH9R,4.0,Above Average,1031080831
AGQCLZES57R2QEDXM4F4NYKS4BRA,B097R3XH9R,4.0,Above Average,829759809
AGM7YFUBLKUQPYVYZQDDPI3RXSZA,B097R3XH9R,2.0,Below Average,1435856890
AFICHFCZ5WJJOZ6HM67EQ2L3YYTA,B097R3XH9R,3.5,Average,1229886312
AFLG2PW5COQFF4ALCTWAHMWQ5XBQ,B097R3XH9R,5.0,Excellent,939801780
AGTATACN5LUOY6XTHGLDJV2TV7JQ,B097R3XH9R,4.0,Above Average,974923506
AGLEATI6IBYVUFPSA2LAFAVI4ERA,B097R3XH9R,5.0,Excellent,850763267
AGQC6MGGRXLF2V7XAYSUI2D26GVQ,B097R3XH9R,3.5,Average,1316196157
AGNLKKB5BQFDZ2VIJJFRUROTMQMA,B097R3XH9R,3.0,Average,853937855
AEZQUPHUINOCTERMXT3HOTVPLYGQ,B097R3XH9R,3.0,Average,975211713
AHP5XVXHFNOISFJBZ3NQX75EC5QA,B097R3XH9R,4.0,Above Average,955942540
AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,B097R3XH9R,3.5,Average,1194681084
AG7O2DWNCAQIAMWYENDUQG3P5FPA,B097R3XH9R,5.0,Excellent,1230055565
AGOUYRRLNFOWW2P323TXTZI42STQ,B097R3XH9R,3.5,Average,1226209758
AFEOAY5PB4XEYIOL6DY5WJBOYSKQ,B097R3XH9R,3.5,Average,1095662606
AGQHA7FMMURNYMQ2SM2LJV372TTQ,B097R3XH9R,5.0,Excellent,838144316
AHWRUBKKFE6ZTAPAAR5RCSTAPQUA,B097R3XH9R,3.5,Average,1076955621
AGD2H2SMDLQK62MH7BFWQ2INBP2A,B097R3XH9R,3.0,Average,1524781249
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B097R3XH9R,5.0,Excellent,1004409347
AGM6VKOVQWLVZW5NXUZ2SW6UHGJA,B097R3XH9R,4.0,Above Average,1221158265
AHXQK2APPFORQPV6E43FW2W6DVVQ,B097R3XH9R,5.0,Excellent,849122434
AGAPGK7QBUJDHYEHVEZIJSSU6RXQ,B097R3XH9R,5.0,Excellent,1467644119
AFW6KM45ORMBEVYBQ4QMSGG2ODOQ,B097R3XH9R,4.0,Above Average,1347317775
AGLDRTUTXKGPR2GM3QZ53LGRKPIA,B097R3XH9R,4.5,Above Average,1498284904
AF2EHSXFZWWS2YEN22DV2ZCJDZZA,B097R3XH9R,4.5,Above Average,1180446553
AFTXFBWO4GE62ATLVMHKDCZNRA5A,B097R3XH9R,4.0,Above Average,940384199
AGQKV65KDMYKBD6ZQTXSQ74VID4A,B097R3XH9R,4.0,Above Average,1136978964
AH4GBZYOUGBQQ2XQQHY6WKQZTIKQ,B097R3XH9R,2.0,Below Average,945669542
AGL3YL2HVMSNJ6JQ5FQ6HGAZEJPQ,B097R3XH9R,5.0,Excellent,850865423
AGOIFSKTNQK2PNBLRMNUWFSKXNEQ,B097R3XH9R,5.0,Excellent,853918728
AGQ7DDSSAIHW4EQERMBBWQWQMVTA,B097R3XH9R,5.0,Excellent,835861234
AGPAK6ELVZPVKQ7GEZ7IUHNK2C3Q,B097R3XH9R,4.0,Above Average,1171410158
AGGTMAPT4WBWP2C62I6CGW22QNCA,B097R3XH9R,5.0,Excellent,1049076484
AGLTJEIA65FMSJC555OYU5ZMNOLA,B097R3XH9R,4.0,Above Average,858350384
AGL6KF3GSYVGK2WIV73Z5GTUN2MA,B097R3XH9R,4.0,Above Average,861812794
AFW6NV5N3FUXV3CNUACPSYC5AB3Q,B097R3XH9R,3.0,Average,1506394495
AF2544C4RGIBQX7Y4JMKMSMXMRRQ,B097R3XH9R,4.5,Above Average,1348435273
AEA7RJWIWRHGUYKUP6LJBPRSZCDA,B097R3XH9R,4.5,Above Average,1378495714
AGLP2ACOBJSBZ276KMDD733NQQFA,B097R3XH9R,3.0,Average,901227602
AGLYWTUJ7XAWSKGMRXZEMUHNN3QA,B097R3XH9R,4.5,Above Average,1054568869
AE6HGV4SSK2V4C4QVOKY42KZW2DQ,B097R3XH9R,4.0,Above Average,975031464
AGKXFGRXVN4CMGMCT5SGOPB6BBIQ,B097R3XH9R,4.0,Above Average,1453051567
AGQAYI2H5TL53UE55XVUIDAMSGLA,B097R3XH9R,4.0,Above Average,1219625000
AGOFVAWAS7B25ZHWYBLYIXX6FXBA,B097R3XH9R,3.0,Average,1044870886
AG56GJXG2U4TIZ42J4H5SIAOZFSQ,B097R3XH9R,2.0,Below Average,1447518257
AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,B097R3XH9R,5.0,Excellent,881428344
AGWXGUALH6VESAYTZGWBZBUDTWFA,B097R3XH9R,4.0,Above Average,1186160893
AHBXADPUQXAIJI5XTHUKDWD3OQLA,B097R3XH9R,3.0,Average,834398280
AHBJKJCUV3CH6774KEAQSRLKXU4A,B097R3XH9R,3.5,Average,1217676206
AGPESHJAGFFNOORA77CESB7XBDDQ,B097R3XH9R,3.5,Average,1422640363
AGGDISUCB6COXRY7SCEYULDTYJSA,B097R3XH9R,5.0,Excellent,1494210665
AEY6PEMQ7DII44WSUSC67JEWDE3A,B097R3XH9R,4.0,Above Average,1285904910
AEP7EC356VG6MRFKXMOMUB7P54XA,B097R3XH9R,4.0,Above Average,1352672340
AET435JGPEIORB35LT7EZ4ASDRRQ,B097R3XH9R,3.5,Average,1225477466
AGQL4UZV6XLH5QKBJPXX5F2SVRDQ,B097R3XH9R,4.0,Above Average,1122227329
AGQGCM2UQZEIKDZL6CHD5CMSWKRQ,B097R3XH9R,4.0,Above Average,860255715
AHS5BOPH3WRQV2BD4IWZRGDYQVVQ,B097R3XH9R,4.0,Above Average,1460183470
AGOI7ZK5ZIOWDYNLON5YENWZNQDA,B097R3XH9R,5.0,Excellent,1439750939
AGPMMNZ6KT752BNQNASY52CKSHHA,B097R3XH9R,5.0,Excellent,847645986
AGLWAY4KNHP67SQG4DXGZ5PPEY5Q,B097R3XH9R,4.0,Above Average,864940931
AGP2G2TDF5Q5HZECH6MKPXWAFWDA,B097R3XH9R,5.0,Excellent,831939685
AE4755NP2P2WIA3W6UZ4GBQUMYJQ,B097R3XH9R,5.0,Excellent,1348610184
AGQTOEYC5PUD7R5RGXHRNFQ3BFMQ,B097R3XH9R,4.0,Above Average,1198112023
AGNPYOMLPA6EEFLNFQ6ZZCP3RGXA,B097R3XH9R,5.0,Excellent,869443366
AFCCTAOXYH2XQNESLRQRH72G27ZQ,B097R3XH9R,5.0,Excellent,997811550
AFWO26UIM72Q7ZPHSQ3DUGDM6H6Q,B097R3XH9R,3.0,Average,874416443
AGOKX4THWIRFYRMYQ5KFQHJZFBLQ,B097R3XH9R,3.0,Average,846830172
AGPWCDNDTSD6WCMHDWECMEE7WQTQ,B097R3XH9R,4.5,Above Average,1445347576
AFDMLUXC5LS5RXDJSJJRHNBURIVQ,B097R3XH9R,5.0,Excellent,1493420345
AEF55HUCR2L3DMBXVV4SGD55JKIQ,B097R3XH9R,3.5,Average,1164383653
AEMVIKFENPWUSU4YOQKPSDR2MLPQ,B097R3XH9R,4.5,Above Average,1515162628
AEHQYGI5L4FFALBMC5XMT5KXSZCA,B097R3XH9R,4.0,Above Average,834691642
AGLMS3QIE4S7KPWOXGHTANI7764A,B097R3XH9R,5.0,Excellent,857934174
AHGP46O5MO2FPEVAHZM6A7EZHAEA,B097R3XH9R,3.0,Average,1032388077
AGLYAYWTFPPMLELDG7MBUTWQZTKA,B097R3XH9R,5.0,Excellent,1111688626
AGPQAC65TOG2HWQ42LE4JB46OUJA,B097R3XH9R,4.0,Above Average,1167220428
AGQ3YJHNFI6CFAOTHMHNA3BEH4AQ,B097R3XH9R,3.5,Average,1510450550
AGKMK57A4J54JG5OUHPMVGGPVUKQ,B097R3XH9R,5.0,Excellent,835532155
AGOUMGTCVOVNACJWHOI6QXEOFWFQ,B097R3XH9R,2.0,Below Average,939114353
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,B097R3XH9R,4.0,Above Average,961438127
AF3QTFMFYOCXB5AQRGCPFGYLOXEA,B097R3XH9R,4.0,Above Average,1218207191
AGQBKNH24HGPL3INPZWJQ4GFRDJA,B097R3XH9R,4.0,Above Average,986173307
AFFHWVYKVSRM37YO4YB3Z6IMFLYA,B097R3XH9R,2.5,Below Average,1316391457
AHTNFP2NA52A4C2BE5WK6PFOCSIQ,B097R3XH9R,4.0,Above Average,1270604402
AGOPG26AJCZ7HH3S6SHL5EYLB2NQ,B097R3XH9R,4.0,Above Average,833529571
AGWAYDRCPJOSWY4HN36O4426WURQ,B097R3XH9R,4.5,Above Average,1105650469
AGLXXAIFPOSW675BKK5KDZL63KVQ,B097R3XH9R,4.0,Above Average,1501722482
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B097R3XH9R,5.0,Excellent,1019126661
AGLOERHFT2VT7MSRJVX7AR4YJKEQ,B097R3XH9R,5.0,Excellent,854089165
AG6WNF3AQBACEWDTRW6UM2MALT2A,B097R3XH9R,5.0,Excellent,1005966797
AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,B097R3XH9R,5.0,Excellent,856883308
AGR33RA3JZDOYDL7SJBWTHYKLZHA,B097R3XH9R,4.5,Above Average,1359177505
AG76GICZHJGA7YVN4TORX36ONVYA,B097R3XH9R,1.5,Poor,1154037653
AGLQFTKRKRRYQ6JHVY6DZNSNKF7Q,B097R3XH9R,4.0,Above Average,831400444
AEJQ7NWZITDPI44AMIPQPK7DQLCQ,B097R3XH9R,4.0,Above Average,965336888
AGONHBXIF7DGPMNZ2LUIBBW3FHZQ,B097R3XH9R,4.0,Above Average,849224825
AGKSHSI672DMOJKNVYC33PPKNISQ,B097R3XH9R,5.0,Excellent,1496671820
AEYH6IVYMLPHU62VNOKKM2KTOIIA,B097R3XH9R,4.0,Above Average,978575760
AGPYTMWCOQQUTOWXLIEPZVT3YR6A,B097R3XH9R,4.0,Above Average,835021447
AHWKKP3N725TNVCGAS3RDM5MNAJQ,B097R3XH9R,4.0,Above Average,1200939636
AFH3LWABFWVDV36O4EA7EDMVB7OQ,B097R3XH9R,3.0,Average,1179178004
AH42ECAG6LPCU22T5BYN5OXQO74A,B097R3XH9R,4.0,Above Average,1178293130
AG7BFEWBPUBPVFTK47EIJDAYUBNQ,B097R3XH9R,4.5,Above Average,1342295949
AGOJAM5G7KHARFVDHTRDFHZGR2IA,B097R3XH9R,4.5,Above Average,1112382025
AGP33PWKFF63FWCVM7D7LPQHFGLQ,B097R3XH9R,3.5,Average,1328229305
AGQBRQKHB6V2GKNP5NQCBG3TZFPQ,B097R3XH9R,4.0,Above Average,863975949
AGQXKHGGT3Y6QOCEULP2LJ44Y3PA,B097R3XH9R,4.0,Above Average,1005527755
AGOYO7V7CGV5RA6ZABQLCA25AA6Q,B097R3XH9R,4.0,Above Average,1063644695
AH7QP5VH5777BLVSP5M6KE2IEOWA,B097R3XH9R,4.0,Above Average,1435992343
AHEDAEYXIZIPVLI6HSDRKIGYILCA,B097R3XH9R,4.0,Above Average,1533872400
AFEBFFAOMPMC6L3DMOXJYP355UNA,B097R3XH9R,4.0,Above Average,1487954343
AFTZLBOMSZSCBJ7CK5VXRSA6FGMQ,B097R3XH9R,3.0,Average,1253344674
AHBZTGUKAUVUWWRIX5NAR3LFRRDQ,B097R3XH9R,4.0,Above Average,851608466
AEIIOCCDVYEZSGZVFZSNYZKHM6HA,B097R3XH9R,4.0,Above Average,1476475973
AGQ22ZIP7IR5TZHO4JVX3BP6XPXA,B097R3XH9R,2.5,Below Average,1391736605
AGLKEDKY645GZ33OFGXHPWWFLXOA,B097R3XH9R,3.0,Average,855583216
AGKQDWDU5LWC5OCTKCXLET7EJENQ,B097R3XH9R,5.0,Excellent,1424753740
AEREO7C5GLYYYV6YXK7X4UCCQTJQ,B097R3XH9R,4.0,Above Average,1459787997
AGQWMX7SUHHGX32GDU3UFQOZJ7RQ,B097R3XH9R,3.0,Average,835643027
AGO4VY6QUDHZV2JIJXHT5V22GUUQ,B097R3XH9R,3.0,Average,850688537
AGKT6MY3UZFPKSYVU5V7IOKJKMMA,B097R3XH9R,4.0,Above Average,1488728441
AFQAXRM4XEA72PNIMWCW2F53ISWA,B097R3XH9R,4.0,Above Average,978746159
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B097R3XH9R,5.0,Excellent,865095758
AE4FRP3D6KIQG7H3GP436GUD52VQ,B097R3XH9R,3.0,Average,1469653413
AH7GMEHVW44SQG6NRGTTTK4EQPOA,B097R3XH9R,4.0,Above Average,1491094681
AEFDI2YRIMBNCPVHEGTCZ3EEJJBQ,B097R3XH9R,4.5,Above Average,1368893997
AGRZAB2LJP4QQYHXKK3B7UW6YF2Q,B097R3XH9R,3.5,Average,1525286001
AFFGWYKF2QF2IRGERWSNOLQ2QW7A,B097R3XH9R,4.0,Above Average,1181476989
AFJGD6THKLQUOW46YHUM7RY2IPJQ,B097R3XH9R,4.0,Above Average,945892484
AGEPZSRFODWZ4XUTXO2HNWLJIMJA,B097R3XH9R,5.0,Excellent,1186722182
AGQKQGF2M565PCZ2RPUYM7HIWH3Q,B097R3XH9R,4.0,Above Average,958881146
AFBU5FXWPA2YVMWWIMGYMA2AG34A,B097R3XH9R,3.0,Average,1167792349
AGQUCM3GAU6HWOILIQRBR73AAR6A,B097R3XH9R,5.0,Excellent,834987643
AECUHYUPESWI2DB5JMEZQF77VWOA,B097R3XH9R,5.0,Excellent,953137847
AGBITVO2DOMNZU6DB4QF2WXXELLA,B097R3XH9R,4.0,Above Average,1258420408
AFY6F4SOQGV36CVSEIW32NCNCSUA,B097R3XH9R,4.0,Above Average,1535709666
AEUDSXTROWKKBDOIXDIPXVUR5GAA,B097R3XH9R,4.0,Above Average,941557863
AFZE7KG2W5XOGLTWA2J4CSAHNXWA,B097R3XH9R,3.0,Average,1498524204
AH3M2HOCS7VMTXCOYYI2AKZTFQDA,B097R3XH9R,2.5,Below Average,1237764347
AGP75AQH4URU3HHHPEIOT6NUT53A,B097R3XH9R,4.0,Above Average,1521467801
AENODPH3RWTEZMADDI7ZXXD5UBLQ,B097R3XH9R,4.0,Above Average,963178147
AGQYGAK76B74HUWOOUOFTXH2LAZA,B097R3XH9R,3.0,Average,832079851
AGZRJIMJCQUUHZG34JSIL5PSXGTA,B097R3XH9R,4.0,Above Average,1277097561
AG5DWPD54QGSLWJ6QUFERLPNAX4Q,B097R3XH9R,2.5,Below Average,1349082950
AGMGMQ6LB27Y52XFBO7LZIGDTRQQ,B097R3XH9R,4.0,Above Average,964744033
AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,B097R3XH9R,2.5,Below Average,1117408267
AGKQKPUOEC3LQR7GHBQYAHPTU4SA,B097R3XH9R,3.0,Average,847221025
AH7MEOSIJPT7Z2WMJI4ROMY3I2QA,B097R3XH9R,5.0,Excellent,1479542900
AFWTGD4FCS2E2U2TDCOEOGP2FWEA,B0BCKJJN8R,4.0,Above Average,964981247
AG6CREU25N6P2H7RCHNIU6GGJ5BA,B0BCKJJN8R,5.0,Excellent,845554296
AF5ZRMB3EOZXTXOOBVEVJTGZ2XFA,B0BCKJJN8R,3.0,Average,965707636
AGPBIM77CMHJZPR4GROXSNK3GOFA,B0BCKJJN8R,3.0,Average,856736172
AH3HKWLRRJWVLWWNSNRI67WU77ZQ,B0BCKJJN8R,4.0,Above Average,996221045
AGPBZBEFPFL64PWRZX32JSZUHDMA,B0BCKJJN8R,5.0,Excellent,848994405
AGLQGHCAPA45C7LFUS257GLOBJIQ,B0BCKJJN8R,3.0,Average,869251910
AHF32Q6YAAQ7QNHEROCDCCWFUOPQ,B0BCKJJN8R,4.0,Above Average,1230932736
AHBJI32NFYYFJRSI2NZ3RGNYYNLA,B0BCKJJN8R,3.0,Average,847719397
AHWQSD5JHCOHW7JYN7F52ABQCJQA,B0BCKJJN8R,3.5,Average,1161519668
AG36G3XPHERLKRDG7XYQ2IWJWPIQ,B0BCKJJN8R,2.0,Below Average,1158533415
AG5G6IU6RDTR24OHO3LSE24JCVEQ,B0BCKJJN8R,3.0,Average,1112712323
AFZDR5KNLP6HTBN33LC3AZ472J5A,B0BCKJJN8R,3.5,Average,1100183804
AGPYC54L575ZDPY7FEGITMLYI2UA,B0BCKJJN8R,5.0,Excellent,840635033
AGP6HZ22S4GEDJXBDIPCABFZKPZQ,B0BCKJJN8R,3.5,Average,1337200325
AFW5XNPYWYUD54B4GHGBC7JTMYHQ,B0BCKJJN8R,3.0,Average,844163663
AGKQOLRC23XPWPMGZZI4PT44WAIA,B0BCKJJN8R,3.0,Average,854203124
AGM6U42GP43XU2OGYR3CS2J7DHRQ,B0BCKJJN8R,3.0,Average,855947242
AHUIE3AFZ4L4DOWE6HF5XUXBWM7A,B0BCKJJN8R,5.0,Excellent,1078284750
AGQWWZTXBNKQCTJHEYL7R7U54SHQ,B0BCKJJN8R,4.0,Above Average,852114317
AHP5XVXHFNOISFJBZ3NQX75EC5QA,B0BCKJJN8R,1.0,Poor,955944713
AFEOAY5PB4XEYIOL6DY5WJBOYSKQ,B0BCKJJN8R,3.5,Average,1095662861
AHXQK2APPFORQPV6E43FW2W6DVVQ,B0BCKJJN8R,4.0,Above Average,849122858
AGL3YL2HVMSNJ6JQ5FQ6HGAZEJPQ,B0BCKJJN8R,4.0,Above Average,850865480
AGOIFSKTNQK2PNBLRMNUWFSKXNEQ,B0BCKJJN8R,3.0,Average,853918793
AGLYWTUJ7XAWSKGMRXZEMUHNN3QA,B0BCKJJN8R,4.0,Above Average,975691635
AGNJT6MCU54JSU2MDPAUHNVVMPAA,B0BCKJJN8R,2.5,Below Average,1143424657
AEWWWALRID3B4CQQK7PMSARCRM7Q,B0BCKJJN8R,1.0,Poor,966596854
AGLKS2YBV32Q5F36ESVSZKN7YZVA,B0BCKJJN8R,3.0,Average,854472084
AGWXGUALH6VESAYTZGWBZBUDTWFA,B0BCKJJN8R,3.5,Average,1186161652
AHHTWGSVW6ENNVUTEPAFHRLQJPFQ,B0BCKJJN8R,0.5,Poor,1421374465
AGQMHEOMID4JPWI362AEVAFIAM3A,B0BCKJJN8R,3.0,Average,843212762
AEY6PEMQ7DII44WSUSC67JEWDE3A,B0BCKJJN8R,3.0,Average,1285905545
AGQGCM2UQZEIKDZL6CHD5CMSWKRQ,B0BCKJJN8R,4.0,Above Average,860255784
AHKONLROYYEFMPWU5WN7NC5VZIEQ,B0BCKJJN8R,3.0,Average,971273951
AGQYYNEUBQWWEQBNYIUC53RFACNA,B0BCKJJN8R,4.0,Above Average,990910830
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,B0BCKJJN8R,4.0,Above Average,961439278
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B0BCKJJN8R,3.0,Average,1019128536
AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,B0BCKJJN8R,3.0,Average,856883349
AGONHBXIF7DGPMNZ2LUIBBW3FHZQ,B0BCKJJN8R,3.0,Average,849370396
AHWKKP3N725TNVCGAS3RDM5MNAJQ,B0BCKJJN8R,3.0,Average,1200941177
AFH3LWABFWVDV36O4EA7EDMVB7OQ,B0BCKJJN8R,2.5,Below Average,1179178556
AGQBRQKHB6V2GKNP5NQCBG3TZFPQ,B0BCKJJN8R,4.0,Above Average,863976005
AGLMUN4K5NVDCVNPMNI5OF2IH5LA,B0BCKJJN8R,5.0,Excellent,844973817
AGO4VY6QUDHZV2JIJXHT5V22GUUQ,B0BCKJJN8R,3.0,Average,850688562
AHLUETN2P3TVLZUYVNMSIJ3GVVPA,B0BCKJJN8R,1.0,Poor,1111472953
AFQAXRM4XEA72PNIMWCW2F53ISWA,B0BCKJJN8R,5.0,Excellent,978747454
AGQA6CD2EAQHTFTTONWV6IBD4PLQ,B0BCKJJN8R,3.0,Average,839317471
AGBITVO2DOMNZU6DB4QF2WXXELLA,B0BCKJJN8R,3.0,Average,1258416995
AE3PNBPHVSOFM6ZFHRN65BJ623WA,B0BCKJJN8R,4.0,Above Average,1108798921
AFZE7KG2W5XOGLTWA2J4CSAHNXWA,B0BCKJJN8R,1.5,Poor,1498505071
AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,B0BCKJJN8R,2.0,Below Average,1117504413
AFWTGD4FCS2E2U2TDCOEOGP2FWEA,B09F6VHQXB,4.0,Above Average,964982224
AG6CREU25N6P2H7RCHNIU6GGJ5BA,B09F6VHQXB,4.0,Above Average,845553757
AGQB7NBV5YVA7UFL3TOP7HJ4YOWQ,B09F6VHQXB,5.0,Excellent,902154266
AHFXBNDCOX7XWOQ3AG6PTK6LOF2A,B09F6VHQXB,4.0,Above Average,1460138360
AGQZQ2BXDDXY6D5K7HZF4CFSSZ6A,B09F6VHQXB,4.0,Above Average,1107342267
AGDD5ACY3AGTMTVBQOC3DMUR6REA,B09F6VHQXB,4.5,Above Average,1458941767
